date,site,s2_secchi,s2_rrs,s2_kdmin,types2,l8_secchi,l8_rrs,l8_kdmin
7/9/21,40,NaN,NaN,NaN,S2B,0.881821421,0.015349112,1.026606269
7/9/21,41,NaN,NaN,NaN,S2B,1.27330075,0.019628667,0.700290082
7/9/21,42,NaN,NaN,NaN,S2B,1.851917579,0.018257001,0.484294641
7/9/21,43,NaN,NaN,NaN,S2B,1.248469566,0.020199112,0.711784275
7/9/21,44,NaN,NaN,NaN,S2B,1.391163449,0.018562001,0.642653805
7/9/21,45,NaN,NaN,NaN,S2B,0.912602716,0.015106445,0.992092634
7/9/21,46,NaN,NaN,NaN,S2B,0.842486661,0.014349601,1.083824926
7/9/21,47,NaN,NaN,NaN,S2B,0.969211318,0.014884223,0.934744394
7/9/21,48,NaN,NaN,NaN,S2B,0.75444016,0.013100001,1.248490931
7/9/21,49,NaN,NaN,NaN,S2B,0.968891871,0.018165779,0.924031135
7/9/21,50,1.181072596,0.013713668,0.770489663,S2B,1.109812853,0.017829334,0.808225761
7/9/21,51,NaN,NaN,NaN,S2B,0.901635071,0.015636667,1.007226991
7/9/21,52,NaN,NaN,NaN,S2B,0.781758281,0.017601112,1.150939037
7/9/21,53,NaN,0.013723334,NaN,S2B,0.915792011,0.018668001,0.975673728
7/9/21,54,1.438640608,0.013120223,0.634257034,S2B,1.134053369,0.017118445,0.795496087
7/9/21,55,1.115567672,0.012088445,0.819088838,S2B,1.089363222,0.016515556,0.826811991
7/9/21,56,NaN,NaN,NaN,S2B,1.588105811,0.013769779,0.572642411
7/9/21,57,NaN,NaN,NaN,S2B,1.058428474,0.016434223,0.851413922
7/9/21,58,NaN,0.007566668,NaN,S2B,0.663665694,0.012517668,1.373877968
7/9/21,59,NaN,NaN,NaN,S2B,0.679592987,0.01543889,1.333401103
7/9/21,60,NaN,NaN,NaN,S2B,0.912426117,0.018309334,0.980664139
7/9/21,61,NaN,0.012014001,NaN,S2B,0.90114247,0.015866001,1.003797743
7/9/21,62,NaN,NaN,NaN,S2B,0.919848834,0.016176001,0.9816049
7/9/21,63,NaN,NaN,NaN,S2B,0.987860203,0.019347779,0.902278219
7/9/21,64,NaN,NaN,NaN,S2B,1.116816206,0.016000001,0.809055719
7/9/21,65,NaN,0.009722001,NaN,S2B,1.081673932,0.017633779,0.83101383
7/9/21,66,NaN,NaN,NaN,S2B,1.780383772,0.008750668,0.519600008
7/9/21,67,NaN,0.012204001,NaN,S2B,0.972064741,0.014492445,0.933163709
7/9/21,68,NaN,0.009978668,NaN,S2B,0.666758326,0.01506689,1.372533501
7/9/21,69,NaN,NaN,NaN,S2B,0.618982457,0.01460889,1.466419978
7/9/21,70,NaN,NaN,NaN,S2B,0.797521727,0.019157779,1.118257958
7/9/21,71,NaN,NaN,NaN,S2B,1.017786541,0.017557112,0.881517751
7/9/21,72,1.163971868,0.013448445,0.782400774,S2B,1.00218092,0.017330445,0.895924437
