DATE,SITE,SECCHI,TYPE,MODEL,MONTH,decimaldate
2021-01-14,,93,,,1,2021.04
2021-01-14,,116,,,1,2021.04
2021-01-14,,130,,,1,2021.04
2021-01-14,,110,,,1,2021.04
2021-01-14,,101,,,1,2021.04
2021-01-13,,105,,,1,2021.04
2021-01-13,,120,,,1,2021.04
2021-01-13,,91,,,1,2021.04
2021-01-13,,91,,,1,2021.04
2021-01-13,,127,,,1,2021.04
2021-01-13,,68,,,1,2021.04
2021-01-13,,80,,,1,2021.04
2021-01-13,,97,,,1,2021.04
2020-10-15,,73,,,10,2020.79
2020-10-15,,55,,,10,2020.79
2020-10-15,,76,,,10,2020.79
2020-10-15,,65,,,10,2020.79
2020-10-15,,62,,,10,2020.79
2020-10-15,,60,,,10,2020.79
2020-10-15,,57,,,10,2020.79
2020-10-15,,39,,,10,2020.79
2020-10-15,,55,,,10,2020.79
2020-10-15,,60,,,10,2020.79
2020-10-15,,70,,,10,2020.79
2020-10-15,,65,,,10,2020.79
2020-10-15,,100,,,10,2020.79
