0.375137334,0.014153112,0.75
0.481698522,0.01423289,1.52
0.388285787,0.01283289,1.09
0.494790201,0.014111556,0.97
0.309389983,0.014294001,1.6
0.568180986,0.01569089,0.55
0.729211349,0.015067556,0.8
0.712279623,0.016026445,0.9
0.643336472,0.015795556,0.45
0.277380111,0.014362445,1.25
0.366185604,0.015018445,1.05
0.361690165,0.014910001,1.15
0.425252962,0.01604089,0.7
0.715237583,0.012468223,0.45
0.424925979,0.014791334,0.73
0.709946785,0.01296089,0.45
0.455674238,0.013188223,0.8
0.37621003,0.013604001,0.95
0.541359707,0.012924223,0.9
0.613869988,0.012762668,0.4
0.86465631,0.012171112,0.7
0.677175612,0.012797334,0.6
0.70540735,0.011641112,0.7
0.890704113,0.011360668,0.6
0.634854293,0.013859556,0.7
0.628853831,0.014837779,0.67
0.816573201,0.013194668,0.7
0.613620433,0.016227112,0.91
1.047315373,0.014203779,0.57
0.574368201,0.016109112,0.58
0.46674198,0.014374445,0.85
0.384320866,0.014702223,0.95
