0.980577587,0.5
2.050635327,0.9
2.474068279,1.1
1.352404147,0.65
1.41185388,0.69
1.636096775,0.65
1.618218427,1
1.456194179,0.75
1.893752695,0.95
1.607358808,0.57
1.699852663,1.05
0.933526176,0.6
0.866105826,0.55
0.885481284,0.6
1.666134153,0.65
0.960506601,1.15
0.884245128,0.48
1.686046792,0.76
1.324311407,0.6
1.105765139,0.65
0.742471388,0.64
0.809655979,0.9
1.318710293,0.66
1.098215491,0.61
0.901287874,0.86
1.074736525,0.75
1.702570968,1.05
0.897552129,0.6
1.142953333,1
1.217326553,0.75
0.988386851,0.65
0.978925057,0.5
1.035084122,0.55
1.143150353,0.8
1.820581891,1.05
1.532333754,1.15
1.280684912,0.25
1.772030673,0.7
1.783859263,0.55
1.669651287,0.75
1.183879932,0.75
1.379207032,0.55
2.001372871,0.8
1.004721839,0.35
1.72898833,1.1
1.546182664,0.85
1.809499472,0.65
1.0990078,0.65
1.286561015,0.21
2.234498567,0.6
1.849664651,0.85
1.2031513,0.45
1.613022763,0.45
2.171822945,0.7
1.139149701,0.38
1.704789049,0.55
2.841278319,0.78
1.344315866,0.45
1.926084414,0.6
1.15846297,0.58
2.52663403,0.75
2.59995532,1.52
2.30556277,1.09
1.54461966,0.94
1.33006885,0.97
3.69623495,1.6
0.87518452,0.7
1.36255567,0.9
1.01272731,0.9
1.21502814,0.85
0.55729426,0.4
1.3777129,0.95
0.97223572,0.8
1.81836402,0.67
1.49813418,0.7
1.39412201,0.91
1.3759462,0.53
1.24362543,0.57
1.78982936,0.7
1.26256213,0.7
1.46576176,0.6
3.05939738,0.7
1.46591647,0.6
1.20278678,0.7
